unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s13,s15,s17
1,1,-0.0007,-0.0004,100.0,0.18373493975903443,0.4068018312622641,0.30975692099932317,0.72624798711756,0.24242424242402194,0.10975500314098952,0.3690476190476204,0.6332622601279212,0.20588235294098922,0.36398614851866284,0.3333333333333357
1,2,0.0019,-0.0003,100.0,0.2831325301204686,0.45301940265969165,0.3526333558406485,0.628019323671495,0.2121212121210192,0.10024230458584071,0.38095238095238315,0.7654584221748308,0.2794117647058556,0.41131204309350267,0.3333333333333357
1,3,-0.0043,0.0003,100.0,0.34337349397591765,0.36952256376716974,0.370526671168129,0.7101449275362341,0.2727272727270247,0.1400430763708158,0.25000000000000355,0.7953091684434952,0.2205882352941444,0.35744517121970176,0.1666666666666714
1,4,0.0007,0.0,100.0,0.34337349397591765,0.25615870939612506,0.3311951384199858,0.7407407407407476,0.31818181818198354,0.1245176343892993,0.16666666666666785,0.8891257995735629,0.29411764705855603,0.16660253943824443,0.3333333333333357
1,5,-0.0019,-0.0002,100.0,0.34939759036143414,0.257466753869636,0.4046252532072927,0.6682769726247955,0.24242424242402194,0.14995961590236107,0.25595238095238315,0.7462686567164241,0.23529411764684482,0.40207772220084337,0.4166666666666714
1,6,-0.0043,-0.0001,100.0,0.2680722891566347,0.2927839546544604,0.27211343686698086,0.7761674718196474,0.18181818181801646,0.1254150587813001,0.18452380952380665,0.63752665245201,0.2205882352941444,0.33051173528280486,0.25
1,7,0.001,0.0001,100.0,0.38253012048193114,0.46391977327229483,0.2619851451721793,0.7230273752012977,0.18181818181801646,0.1678183613030555,0.3035714285714306,0.7739872068230369,0.2205882352941444,0.2789534436321688,0.3333333333333357
1,8,-0.0034,0.0003,100.0,0.40662650602408235,0.2598648354044073,0.31600270087778526,0.6441223832528209,0.1515151515150137,0.0855694157767175,0.23214285714285765,0.8059701492537386,0.2205882352941444,0.3181993074259353,0.25
1,9,0.0008,0.0001,100.0,0.27409638554217963,0.434706780030524,0.21185010128291637,0.6183574879227081,0.22727272727297532,0.11096652607017887,0.26190476190476275,0.660980810234534,0.25,0.18430165448249625,0.3333333333333357
1,10,-0.0033,0.0001,100.0,0.15060240963856586,0.4403749727490762,0.3073936529372041,0.6022544283413964,0.22727272727297532,0.13447904514045206,0.10714285714285765,0.660980810234534,0.26470588235270043,0.39899961523662597,0.4166666666666714
