unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,RUL,alert
1,1,42.0049,0.84,100.0,0.5,0.2552934059286151,0.2788659793814432,0.6000000000000085,0.1525641025641064,0.2832764505119485,0.1410233553218063,0.2619047619047592,0.2061711079943897,0.3079365079363469,0.1759350393700742,0.6026380873866444,0.3636363636363633,0.4599999999999991,0.4731380753138072,125,0
1,2,20.002,0.7002,100.0,0.1134328358209018,0.3351170568561912,0.2175942549371647,0.454545454545439,0.1562889165628895,0.11464968152859,0.1333474891177388,0.2419354838709679,0.1140893470790374,0.0596026490068197,0.1155292522039346,0.5776454420522228,0.0909090909090934,0.2977099236641223,0.380396586345384,125,0
1,3,42.0038,0.8409,100.0,0.2877906976744384,0.2490421455938687,0.3496563573883122,0.4000000000000057,0.257692307692313,0.3037542662115129,0.1135080525346197,0.2440476190476168,0.1837307152875169,0.301587301587233,0.1254306102362221,0.7411376751854917,0.2727272727272734,0.3200000000000003,0.5640167364016726,125,0
1,4,42.0,0.84,100.0,0.2151162790697753,0.2111312764670287,0.3664948453608225,0.6000000000000085,0.2320512820512839,0.2901023890784699,0.1471444701967144,0.2559523809523796,0.2089761570827484,0.3174603174602453,0.1834399606299186,0.6096455070074178,0.1818181818181834,0.379999999999999,0.5578242677824274,125,0
1,5,25.0063,0.6207,60.0,0.2206405693950159,0.3206535613990304,0.1815482082755863,0.4000000000000057,0.2377158034528541,0.2049180327868498,0.0868587608261179,0.2838709677419331,0.2303206997084537,0.1992187499998863,0.1713307659392313,0.507187298862906,0.3333333333333286,0.2222222222222232,0.6256825788268454,125,0
1,6,34.9996,0.84,100.0,0.2063953488372192,0.1960468857733843,0.2526902382782481,0.3333333333333428,0.2258392675483236,0.1569965870307896,0.1171303937750565,0.1779141104294446,0.1442731277533049,0.1629392971245806,0.130262208323316,0.6920210434020184,0.0909090909090899,0.4949494949494948,0.4015371477369758,125,0
1,7,0.0019,0.0001,100.0,0.2845303867403572,0.3508463398549111,0.240563745342623,0.5714285714285552,0.1420560747663621,0.5714285714286689,0.1821230924031525,0.1547619047619015,0.1263482280431453,0.567901234567671,0.2008378216636757,0.5544928265794127,0.3333333333333286,0.428571428571427,0.5434248477726698,125,0
1,8,41.9981,0.84,100.0,0.3168604651162638,0.2700141157491451,0.2417525773195841,0.4000000000000057,0.1230769230769261,0.3037542662115129,0.1170143222202497,0.2083333333333321,0.1879382889200549,0.301587301587233,0.1830708661417333,0.6735366859027216,0.2727272727272734,0.3900000000000005,0.3253556485355648,125,0
1,9,42.0016,0.84,100.0,0.4622093023255615,0.2435974994958627,0.0853951890034352,0.6000000000000085,0.2371794871794925,0.2969283276449914,0.1201640221073248,0.1130952380952372,0.1879382889200549,0.3111111111110176,0.1531742125984223,0.6127370156636438,0.1818181818181834,0.4700000000000006,0.3702092050209202,125,0
1,10,25.0019,0.6217,60.0,0.309608540925268,0.2358948174623449,0.3355771134428771,0.5999999999999943,0.2217795484727744,0.2090163934426527,0.1775483011325747,0.1290322580645195,0.2259475218658906,0.21875,0.2022250748823211,0.673460630765927,0.3333333333333286,0.5092592592592613,0.5138277259115736,125,0
1,11,20.0016,0.7,100.0,0.3552238805970091,0.3442586399108194,0.1380610412926373,0.454545454545439,0.2260273972602746,0.1401273885348928,0.1122199808896908,0.1989247311827959,0.1395189003436421,0.1258278145696749,0.1397571049873676,0.5213009619789304,0.2727272727272734,0.4961832061068705,0.3995983935742977,125,0
1,12,34.9993,0.84,100.0,0.1366279069767699,0.4975867616639853,0.362605687932362,0.5000000000000284,0.2105798575788391,0.1604095563141072,0.1021575100212146,0.184049079754601,0.1233480176211472,0.1597444089456985,0.143553043059903,0.6251644015782567,0.2727272727272734,0.2626262626262612,0.3494449188727575,125,0
1,13,24.9986,0.62,60.0,0.29893238434164,0.3872861884094938,0.3256780835478068,0.5999999999999943,0.199203187250994,0.2295081967213263,0.1295802798134531,0.2451612903225815,0.1661807580174894,0.22265625,0.1657680787334072,0.5119073160266048,0.3333333333333286,0.5740740740740762,0.5037872115553981,125,0
1,14,20.0056,0.7008,100.0,0.4865671641791209,0.172798216276476,0.3057450628366283,0.454545454545439,0.2565379825653799,0.1528662420380442,0.1373288034823261,0.231182795698924,0.1628865979381437,0.1390728476822005,0.1476481104740798,0.6598717361429216,0.3636363636363668,0.2442748091603057,0.4497991967871506,125,0
1,15,25.0,0.62,60.0,0.2277580071174156,0.4174112841460307,0.2597505444466428,0.5999999999999943,0.239043824701195,0.2090163934426527,0.1701365756162545,0.251612903225805,0.131195335276967,0.2109374999998863,0.1536157466837835,0.6449259815490223,0.2222222222222214,0.4444444444444464,0.4137748810991724,125,0
1,16,20.0006,0.7012,100.0,0.1373134328358105,0.2506131549609804,0.3779174147217254,0.454545454545439,0.2135740971357407,0.1337579617836581,0.151289945854117,0.1881720430107556,0.1395189003436421,0.1456953642386906,0.1452438197398464,0.584974805313788,0.0909090909090934,0.4274809160305324,0.4120230923694805,125,0
1,17,9.9989,0.2506,100.0,0.1928374655647076,0.1203845313524141,0.1892364144679348,0.3333333333333712,0.0919238345370949,0.1428571428571103,0.1131266490765199,0.1707317073170742,0.0926966292134814,0.1147540983606631,0.16338689294097,0.634696016771489,0.3636363636363597,0.345588235294116,0.4705420267085642,125,0
1,18,42.0018,0.84,100.0,0.4244186046511515,0.2807017543859658,0.2948453608247376,0.6000000000000085,0.1602564102564123,0.3105802047781481,0.1273548463778482,0.2678571428571423,0.26227208976157,0.3047619047619037,0.2017716535433038,0.6304616652926605,0.2727272727272734,0.4599999999999991,0.4840167364016725,125,0
1,19,20.0031,0.7,100.0,0.2865671641790754,0.2173913043478279,0.2219030520646328,0.454545454545439,0.2117061021170627,0.1210191082802794,0.1146618536999639,0.2634408602150522,0.1271477663230236,0.1059602649008866,0.1538746069909393,0.6928538708199738,0.2727272727272734,0.1221374045801546,0.3128765060240965,125,0
1,20,20.007,0.7014,100.0,0.2298507462686529,0.3279821627647763,0.1752244165170573,0.454545454545439,0.245330012453298,0.1210191082802794,0.1335067416923152,0.2634408602150522,0.1656357388316145,0.092715231788361,0.1623820972813021,0.5758131012368324,0.2727272727272734,0.2977099236641223,0.3178965863453804,125,0
1,21,0.0027,0.0011,100.0,0.2375690607734668,0.2070784787865491,0.3061720395269738,0.5714285714285552,0.0733644859813118,0.2023809523811905,0.0874839286712472,0.2738095238095219,0.0611196712891626,0.1975308641974607,0.1664871334530246,0.5630505914925727,0.25,0.4047619047619051,0.3347932913150266,125,0
1,22,20.0025,0.7,100.0,0.4358208955223688,0.2263099219620983,0.1653500897666049,0.454545454545439,0.1618929016189305,0.1337579617836581,0.0740524471812307,0.2204301075268802,0.1773195876288653,0.092715231788361,0.1374144627334956,0.5806229958772349,0.2727272727272734,0.3587786259541978,0.5087851405622494,125,0
1,23,0.0002,0.0018,100.0,0.3038674033149107,0.2327984172345552,0.1989308277984776,0.5714285714285552,0.1509345794392551,0.5773809523809632,0.1395270836827009,0.2202380952380913,0.1345659989727785,0.5925925925923821,0.2383602633153785,0.5617920966524004,0.25,0.4464285714285694,0.5014421536160683,125,0
1,24,25.005,0.62,60.0,0.2135231316725878,0.2364054123053343,0.1668976440308824,0.4000000000000057,0.247011952191233,0.2213114754098342,0.1180879413724227,0.258064516129032,0.112244897959183,0.22265625,0.186050492083865,0.6140313237502681,0.1111111111111071,0.4537037037037041,0.3857671305266859,125,0
1,25,42.0067,0.8413,100.0,0.33720930232559,0.2300867110304523,0.3147766323024044,0.6000000000000085,0.3435897435897459,0.2866894197951524,0.1092292149521583,0.2678571428571423,0.2482468443197767,0.298412698412676,0.1552657480314963,0.5857378400659528,0.2727272727272734,0.3000000000000007,0.4023430962343095,125,0
1,26,19.9999,0.7,100.0,0.1552238805970205,0.327090301003345,0.2917414721723546,0.454545454545439,0.2048567870485662,0.1592356687899609,0.1010723006688607,0.1236559139784958,0.1512027491408929,0.1258278145696749,0.1829726897232007,0.6076500229042594,0.2727272727272734,0.3206106870228993,0.3190261044176701,125,0
1,27,10.0038,0.25,100.0,0.250688705234154,0.3917413152720144,0.1565612441027433,0.5,0.1096520026263903,0.1680672268905709,0.1384674582233884,0.25,0.1587078651685374,0.1147540983606631,0.1496058253595791,0.6040356394130022,0.2727272727272734,0.404411764705884,0.402311749523065,125,0
1,28,0.0023,0.0004,100.0,0.4861878453038457,0.2158716201362907,0.3241535720071269,0.5714285714285552,0.0799065420560793,0.2261904761905953,0.1047012130359377,0.2916666666666678,0.029275808936827,0.2530864197531173,0.1415918611609896,0.6269821293732676,0.25,0.3095238095238066,0.447494925755791,125,0
1,29,25.0056,0.62,60.0,0.1601423487544195,0.1467960173602236,0.3242922193624977,0.4000000000000057,0.2324037184594942,0.213114754098342,0.1871252498334428,0.3032258064516107,0.1370262390670547,0.2031249999998863,0.165939238339746,0.5713366230422672,0.3333333333333286,0.5648148148148167,0.3894662673947504,125,0
1,30,20.0019,0.7,100.0,0.2746268656716211,0.2216276477146053,0.2263913824057439,0.454545454545439,0.1811955168119539,0.108280254777128,0.09693173372969,0.21505376344086,0.1347079037800682,0.1192052980134121,0.1592380247826881,0.6305542830966537,0.1818181818181798,0.3587786259541978,0.457203815261046,125,0
1,31,20.0029,0.7,100.0,0.3910447761194007,0.4479375696767036,0.1669658886894076,0.454545454545439,0.1961394769613953,0.1464968152868095,0.1102027816116333,0.1881720430107556,0.1477663230240544,0.1192052980134121,0.1770544356081629,0.6642235455794783,0.0909090909090934,0.3511450381679388,0.4712600401606437,125,0
1,32,35.0063,0.84,100.0,0.2354651162791015,0.1261778901401982,0.2690238278247499,0.3333333333333428,0.2207527975584966,0.1706484641638326,0.1536783777411017,0.1104294478527592,0.2136563876651998,0.1789137380192187,0.1804787106086109,0.6587023235423075,0.1818181818181834,0.7070707070707059,0.4459436379163097,125,0
1,33,41.9983,0.842,100.0,0.4680232558139892,0.2490421455938687,0.2233676975945009,0.6000000000000085,0.1320512820512824,0.2866894197951524,0.1474416116954913,0.2738095238095219,0.2342215988779763,0.3079365079363469,0.1935285433070817,0.5888293487221787,0.1818181818181834,0.379999999999999,0.315146443514644,125,0
1,34,35.0052,0.8403,100.0,0.1686046511628092,0.1532980923925535,0.3654880860876268,0.5000000000000284,0.1688708036622586,0.1569965870307896,0.0896015090780508,0.1349693251533708,0.2026431718061694,0.1629392971245806,0.1550396920856371,0.6799649276633062,0.3636363636363633,0.474747474747474,0.4604611443210942,125,0
1,35,9.9991,0.25,100.0,0.2975206611569945,0.2798776491151429,0.2357155338109393,0.5,0.1595535128036758,0.176470588235361,0.1434146877748361,0.1646341463414629,0.1615168539325822,0.1393442622952534,0.1631461756033019,0.4910901467505262,0.2727272727272734,0.3161764705882355,0.4808663449668984,125,0
1,36,41.9996,0.8402,100.0,0.2296511627907023,0.1762452107279699,0.2530927835051528,0.6000000000000085,0.197435897435902,0.276450511945427,0.067332263623939,0.2440476190476168,0.2230014025245452,0.3047619047619037,0.1556963582677184,0.6044929925803793,0.2727272727272734,0.4199999999999999,0.3722175732217572,125,0
1,37,35.0002,0.84,100.0,0.4069767441860676,0.2854516203171684,0.2194465795541909,0.3333333333333428,0.1566632756866752,0.1569965870307896,0.0822919122848375,0.1288343558282214,0.1431718061674018,0.1661341853035765,0.127134953091172,0.5725558965366062,0.2727272727272734,0.5252525252525242,0.3421007685738697,125,0
1,38,0.0006,0.0,100.0,0.4060773480663044,0.4036051879533957,0.3735622873805262,0.5714285714285552,0.0420560747663572,0.0357142857142207,0.089049136340769,0.4464285714285694,0.0549563430919377,0.0061728395062345,0.1602034709754676,0.6800906116284935,0.25,0.4166666666666643,0.4141651532955883,125,0
1,39,35.0073,0.84,100.0,0.2180232558139607,0.4215122960239057,0.2934281322059995,0.3333333333333428,0.1556459816887105,0.1740614334471502,0.1221410044800777,0.2208588957055184,0.1839207048458142,0.1565495207668163,0.1470411354342076,0.7005699254712852,0.2727272727272734,0.5050505050505052,0.3424423569598627,125,0
1,40,35.0033,0.84,100.0,0.247093023255843,0.312801654792004,0.1297079169869341,0.5000000000000284,0.2665310274669394,0.1535836177475857,0.1148903560481073,0.2085889570552161,0.1585903083700444,0.1725239616613407,0.1395838344960296,0.7025427444103478,0.2727272727272734,0.5252525252525242,0.4138343296327935,125,0
1,41,25.0009,0.6201,60.0,0.3807829181494355,0.3015062547868261,0.248861611562063,0.5999999999999943,0.1978751660026567,0.2049180327868498,0.1448201199200554,0.2193548387096804,0.258017492711371,0.22265625,0.1228925973470325,0.615318601158549,0.3333333333333286,0.620370370370372,0.5340849039985915,125,0
1,42,24.9994,0.62,60.0,0.270462633451956,0.4375797804442136,0.2193625024747554,0.5999999999999943,0.2164674634794146,0.25,0.1183377748167942,0.3225806451612882,0.2623906705539376,0.23828125,0.1741548994437352,0.5627547736537224,0.2222222222222214,0.4444444444444464,0.3271093887616718,125,0
1,43,25.0043,0.6212,60.0,0.2953736654803833,0.3413326525402063,0.0865175212829107,0.5999999999999943,0.1606905710491375,0.213114754098342,0.0792804796802073,0.2451612903225815,0.1909620991253646,0.23828125,0.1725288831835598,0.5462347135807732,0.3333333333333286,0.5648148148148167,0.5252774352651048,125,0
1,44,25.0055,0.62,60.0,0.1316725978647639,0.1720704620883317,0.2906355177192594,0.4000000000000057,0.2005312084993349,0.2008196721311606,0.117671552298475,0.1935483870967758,0.09475218658892,0.2070312499998863,0.1674796747967519,0.6125295001072715,0.4444444444444428,0.4444444444444464,0.4490047560331174,125,0
1,45,25.0027,0.62,60.0,0.3309608540924955,0.2933367372989544,0.3535933478519091,0.4000000000000057,0.1938911022576377,0.2008196721311606,0.178297801465689,0.1612903225806441,0.169096209912535,0.22265625,0.1710740265297374,0.5543874704998899,0.4444444444444428,0.3981481481481506,0.4865245728377658,125,0
1,46,0.002,0.0,100.0,0.5718232044198999,0.2101560782589544,0.4203790701441754,0.5714285714285552,0.0813084112149553,0.2797619047619264,0.1038627089272736,0.2738095238095219,0.0636877247046747,0.2962962962960773,0.159186116098148,0.6705260508431898,0.1666666666666643,0.4404761904761898,0.2468753338318521,125,0
1,47,25.0031,0.62,60.0,0.519572953736656,0.1199897881031368,0.3427044149673328,0.4000000000000057,0.3027888446215137,0.213114754098342,0.1055962691538923,0.1935483870967758,0.096209912536441,0.2109374999998863,0.1989730423619988,0.5717657155116918,0.4444444444444428,0.4166666666666678,0.487581469085784,125,0
1,48,41.9986,0.84,100.0,0.3866279069767415,0.2353297035692705,0.2457044673539492,0.6000000000000085,0.2115384615384634,0.3003412969281953,0.1078029357580092,0.2440476190476168,0.258064516129032,0.301587301587233,0.1498523622047258,0.6319043693322328,0.2727272727272734,0.3499999999999996,0.4823430962343096,125,0
1,49,20.0016,0.7004,100.0,0.3044776119402854,0.2963210702341143,0.194434470377022,0.454545454545439,0.1899128268991283,0.1401273885348928,0.1154581165728814,0.1666666666666643,0.1429553264604806,0.1258278145696749,0.1336539054312311,0.6335318369216694,0.3636363636363668,0.3893129770992338,0.4841867469879517,125,0
1,50,35.0039,0.842,100.0,0.3081395348837361,0.1990347046655962,0.2117601844734871,0.5000000000000284,0.1973550356052911,0.1843003412968755,0.0900730959679307,0.1717791411042952,0.1156387665198224,0.1533546325879342,0.1901010343998095,0.6021481806225353,0.0909090909090899,0.4242424242424238,0.5385140905209234,125,0
1,51,10.0046,0.2505,100.0,0.2782369146005408,0.4256062923312242,0.3700856194303696,0.5,0.1385423506237693,0.1092436974790871,0.1645778364116026,0.2256097560975618,0.1966292134831455,0.0901639344263003,0.175482939158698,0.4944968553459148,0.2727272727272734,0.360294117647058,0.4470878689260473,125,0
1,52,42.0004,0.8406,100.0,0.4156976744185954,0.2629562411776547,0.2585910652920944,0.6000000000000085,0.2589743589743598,0.3037542662115129,0.077851072680815,0.1547619047619015,0.1753155680224409,0.2793650793651068,0.1804256889763777,0.6180956306677636,0.0909090909090899,0.4399999999999995,0.5030962343096235,125,0
1,53,20.006,0.7,100.0,0.3373134328358276,0.302564102564105,0.1793536804308786,0.454545454545439,0.2565379825653799,0.1401273885348928,0.1307994479244101,0.2043010752688161,0.1505154639175252,0.152317880794726,0.1742802539917392,0.6081081081081052,0.2727272727272734,0.2977099236641223,0.4066265060240965,125,0
1,54,42.0026,0.841,100.0,0.2587209302325561,0.2962290784432362,0.2104810996563557,0.6000000000000085,0.257692307692313,0.2901023890784699,0.142271349616692,0.327380952380949,0.2131837307152899,0.3079365079363469,0.1830093503936964,0.6469497114591931,0.2727272727272734,0.4499999999999993,0.4871966527196658,125,0
1,55,42.0047,0.84,100.0,0.4040697674418823,0.2899778181084933,0.3302405498281793,0.6000000000000085,0.2166666666666721,0.3105802047781481,0.1246805728888063,0.1845238095238102,0.2987377279102361,0.3079365079363469,0.1694758858267704,0.7032151690024726,0.2727272727272734,0.4700000000000006,0.4701255230125518,125,0
1,56,20.0018,0.7,100.0,0.0805970149253596,0.3458193979933099,0.2897666068222619,0.454545454545439,0.2204234122042336,0.1337579617836581,0.1324450578617657,0.3172043010752681,0.1773195876288653,0.1059602649008866,0.1577584612539269,0.5723774622079709,0.1818181818181798,0.3358778625954208,0.275476907630523,125,0
1,57,0.0015,0.0008,100.0,0.3977900552486346,0.1178280940866116,0.3711323505588844,0.5714285714285552,0.0925233644859844,0.2202380952380735,0.0911174464754793,0.2380952380952372,0.04108885464818,0.2345679012344135,0.1641532016756457,0.5874653913918948,0.3333333333333286,0.327380952380949,0.3619271445358407,125,0
1,58,42.0047,0.84,100.0,0.3197674418604492,0.2177858439201436,0.1716494845360827,0.6000000000000085,0.3346153846153861,0.2866894197951524,0.1050692339692176,0.2976190476190474,0.26227208976157,0.298412698412676,0.1880536417322815,0.6652926628194535,0.0909090909090899,0.379999999999999,0.3191631799163179,125,0
1,59,24.9987,0.6209,60.0,0.3879003558718921,0.2310441664539162,0.2201544248663616,0.5999999999999943,0.2257636122177935,0.2090163934426527,0.1568954030646239,0.2838709677419331,0.1967930029154487,0.21875,0.1911852802738565,0.6378459558034777,0.3333333333333286,0.5092592592592613,0.3794257530385785,125,0
1,60,20.0033,0.7007,100.0,0.3283582089551942,0.3092530657748114,0.1999999999999993,0.5454545454545325,0.2266500622665006,0.1273885350317414,0.1217751353646861,0.3548387096774199,0.1450171821305872,0.1059602649008866,0.1802601565871384,0.642693540998625,0.1818181818181798,0.2137404580152697,0.5353915662650621,125,0
1,61,35.0027,0.84,100.0,0.3488372093023599,0.3192369570213742,0.1752498078401245,0.3333333333333428,0.2553407934893208,0.1740614334471502,0.1056944116953531,0.1779141104294446,0.1585903083700444,0.1661341853035765,0.1704955496752447,0.6021481806225353,0.3636363636363633,0.2626262626262612,0.5923142613151153,125,0
1,62,42.0028,0.841,100.0,0.3052325581395507,0.2782819116757409,0.2539518900343616,0.6000000000000085,0.223076923076924,0.2969283276449914,0.1451239080049973,0.2678571428571423,0.1500701262272059,0.2952380952380053,0.1959276574803112,0.7306265457543262,0.2727272727272734,0.4299999999999997,0.3819246861924679,125,0
1,63,0.0026,0.0,100.0,0.4447513812154682,0.1642119147065273,0.1498461040012948,0.4285714285714448,0.0621495327102827,0.3630952380954113,0.1094527363184028,0.1607142857142847,0.0826913199794532,0.3641975308642031,0.1566726511071223,0.587968789327963,0.25,0.3690476190476168,0.3985685290033096,125,0
1,64,9.9987,0.25,100.0,0.2231404958677387,0.2918942538780911,0.2334439979031977,0.5,0.1024294156270499,0.1428571428571103,0.1373680738786262,0.2256097560975618,0.146769662921347,0.122950819672269,0.1243906842390316,0.5309224318658288,0.5454545454545467,0.5,0.4742453147794876,125,0
1,65,0.0002,0.001,100.0,0.2430939226519228,0.1980655089030563,0.2007127814676828,0.5714285714285552,0.1537383177570142,0.595238095238301,0.1635083011906744,0.1369047619047592,0.162300975860294,0.5864197530863748,0.1919808497905464,0.5356154039768448,0.1666666666666643,0.5059523809523832,0.4881957055870067,125,0
1,66,42.0043,0.84,100.0,0.375,0.1504335551522473,0.3238831615120254,0.4000000000000057,0.203846153846154,0.3003412969281953,0.1291376953705381,0.2321428571428576,0.224403927068721,0.3111111111110176,0.1520054133858224,0.7106347897774086,0.0909090909090899,0.4900000000000002,0.3660251046025102,125,0
1,67,35.0054,0.84,100.0,0.3982558139534831,0.1634107101815693,0.1160645657186805,0.5000000000000284,0.1861648016276724,0.1706484641638326,0.1127682150436228,0.2453987730061335,0.2004405286343633,0.1693290734824586,0.1804787106086109,0.6633055677334525,0.3636363636363633,0.4848484848484844,0.6163962425277525,125,0
1,68,0.0001,0.0,100.0,0.270718232044203,0.3000659485601247,0.1884011015713582,0.5714285714285552,0.133644859813085,0.5654761904761472,0.1495332327128409,0.1369047619047592,0.124293785310737,0.6049382716046239,0.2179533213644546,0.5967782532091626,0.4166666666666643,0.553571428571427,0.5057152013673729,125,0
