unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s9,s11,s12,s13,s15,s17
1,1,-0.0005,0.0004,100.0,0.35597189695550924,0.37052260716383145,0.30858034321372685,0.2088122605363978,0.6235294117645935,0.20423348893099558,0.34857142857142875,0.2312786551197128,0.6428571428573377,0.6477547078705932,0.2727272727272734
1,2,0.0008,-0.0003,100.0,0.3887587822013927,0.3990996281072654,0.3093603744149789,0.2365900383141728,0.647058823529278,0.20243102093635912,0.3085714285714296,0.23688232297503475,0.6547619047621538,0.6856591018831502,0.36363636363636687
1,3,-0.0014,-0.0002,100.0,0.3138173302107532,0.3532981013897043,0.44539781591263505,0.23084291187739225,0.6647058823530188,0.24148449415353213,0.30285714285714604,0.21701477330616115,0.636904761904816,0.5644616127474649,0.2727272727272734
1,4,-0.002,0.0001,100.0,0.48711943793909995,0.4171070659620284,0.23728549141965516,0.26819923371647647,0.647058823529278,0.21532559966723142,0.3142857142857167,0.24044829342842533,0.6845238095238528,0.5589087397392589,0.36363636363636687
1,5,0.0016,0.0,100.0,0.19672131147538607,0.4762184380505019,0.3212168486739486,0.2456896551724128,0.6705882352939625,0.2687988168415174,0.26285714285714334,0.2450331125827816,0.6547619047621538,0.5567358763882204,0.36363636363636687
1,6,0.0011,-0.0005,100.0,0.3278688524590052,0.3873556468976318,0.3580343213728554,0.24616858237547845,0.647058823529278,0.2634376299856669,0.21714285714286063,0.23688232297503475,0.6488095238096321,0.6250603573153093,0.45454545454545325
1,7,-0.0038,0.0002,100.0,0.407494145199081,0.4171070659620284,0.37488299531981184,0.23802681992337327,0.6705882352939625,0.2619124647594333,0.39428571428571857,0.2389200203769768,0.6488095238096321,0.5502172863351049,0.2727272727272734
1,8,-0.0007,-0.0005,100.0,0.3466042154566935,0.4701507144255217,0.312324492979716,0.2509578544061313,0.6823529411763047,0.21056523547626682,0.3542857142857194,0.22058074375955172,0.6190476190474783,0.6342346692419127,0.2727272727272734
1,9,-0.0026,0.0,100.0,0.18735362997657035,0.4601683303973374,0.45943837753510053,0.21647509578544089,0.6705882352939625,0.2274807043490341,0.3542857142857194,0.20682628629648647,0.6428571428573377,0.6103331723804928,0.36363636363636687
1,10,0.0019,-0.0002,100.0,0.37002341920373283,0.45194754355059885,0.39297971918876584,0.2476053639846718,0.6411764705881069,0.24060636872025043,0.3771428571428608,0.21344880285277767,0.6309523809522943,0.5852245292129403,0.2727272727272734
1,11,0.0026,-0.0002,100.0,0.33723653395782094,0.3538853004501874,0.23120124804992415,0.22461685823754607,0.6529411764706765,0.23228728566806467,0.3771428571428608,0.22720326031584293,0.6547619047621538,0.6450989859971052,0.36363636363636687
1,12,-0.0036,-0.0004,100.0,0.24355971896954998,0.3707183401839913,0.3226209048361923,0.22701149425287426,0.6705882352939625,0.26473170957156356,0.3257142857142874,0.2221090168110038,0.625,0.48937711250603755,0.36363636363636687
1,13,-0.0011,0.0001,100.0,0.2529274004683657,0.4967704051673536,0.2884555382215268,0.23515325670497944,0.6352941176469358,0.224384156768501,0.2571428571428598,0.21854304635761324,0.6488095238096321,0.5451472718493484,0.2727272727272734
1,14,0.0009,0.0001,100.0,0.42622950819671246,0.44999021334899325,0.3719188767550712,0.2662835249042139,0.6588235294116203,0.2281277441419789,0.33714285714286163,0.2429954151808431,0.6190476190474783,0.6552390149686147,0.18181818181817988
1,15,-0.005,0.0004,100.0,0.3512880562061014,0.32295948326482815,0.30327613104524076,0.2083333333333357,0.6176470588234224,0.23991311179922548,0.3428571428571452,0.2521650534895592,0.636904761904816,0.5900531144374703,0.18181818181817988
1,16,0.0024,0.0003,100.0,0.19672131147538607,0.4505774124094728,0.2875195007800322,0.20162835249042388,0.6588235294116203,0.24569025280768386,0.2571428571428598,0.2297503820682607,0.625,0.6359246740704982,0.2727272727272734
1,17,-0.0019,0.0001,100.0,0.24824355971895784,0.5249559600704607,0.2811232449297947,0.26101532567049546,0.647058823529278,0.19762443961732146,0.17714285714285793,0.21446765155374337,0.5952380952380736,0.5306615161757584,0.45454545454545325
1,18,-0.0036,0.0002,100.0,0.36299765807962103,0.28694460755529505,0.39282371294851615,0.22030651340996243,0.6294117647057647,0.2675509543836938,0.29142857142857537,0.2256749872643944,0.6428571428573377,0.6378561081603102,0.36363636363636687
1,19,-0.001,-0.0,100.0,0.3419203747072572,0.386376981796829,0.33993759750389785,0.2385057471264389,0.6352941176469358,0.2608032536858147,0.26857142857143046,0.21752419765664754,0.625,0.522452921294061,0.2727272727272734
1,20,-0.0028,0.0004,100.0,0.3325526932084131,0.30045018594637085,0.2890795631825256,0.23371647509578608,0.6294117647057647,0.24633729260063575,0.26857142857143046,0.267447784004073,0.6547619047621538,0.6492032834379557,0.2727272727272734
1,21,0.0001,-0.0002,100.0,0.41686182669789673,0.506557056175378,0.32683307332293055,0.2102490421455947,0.6411764705881069,0.2619586818875064,0.3257142857142874,0.254712175241977,0.6428571428573377,0.6414775470787077,0.2727272727272734
1,22,0.0011,0.0004,100.0,0.30210772833723354,0.42885104717165845,0.31216848673946984,0.2346743295019138,0.6352941176469358,0.26685769746267596,0.360000000000003,0.25012735608761716,0.6547619047621538,0.6207146306132287,0.36363636363636687
1,23,-0.0057,-0.0001,100.0,0.28337236533957366,0.4253278528087705,0.26443057722308794,0.2274904214559399,0.6411764705881069,0.2332578453574925,0.2742857142857176,0.20631686194600363,0.6547619047621538,0.5753259295026574,0.2727272727272734
1,24,0.0057,0.0002,100.0,0.27634660421543344,0.4077118809943272,0.27691107644305646,0.22892720306513326,0.6235294117645935,0.2520219993529622,0.4114285714285728,0.245542536933268,0.6488095238096321,0.6274746499275707,0.2727272727272734
1,25,-0.0009,-0.0004,100.0,0.25526932084306964,0.44079076140144835,0.4611544461778436,0.2011494252873547,0.6411764705881069,0.26861394832925356,0.3542857142857194,0.21956189505858603,0.6607142857144481,0.5767745050700164,0.2727272727272734
1,26,0.0009,-0.0001,100.0,0.35831381733021317,0.41025641025641235,0.33868954758190384,0.24808429118773745,0.6352941176469358,0.21902296991265047,0.33714285714286163,0.21854304635761324,0.6488095238096321,0.5731530661516189,0.36363636363636687
1,27,0.0005,-0.0001,100.0,0.2997658079625296,0.3615188882364464,0.36037441497660083,0.21886973180076197,0.6352941176469358,0.21828349586355955,0.36571428571428655,0.21956189505858603,0.6547619047621538,0.6202317720907793,0.18181818181817988
1,28,-0.0006,0.0004,100.0,0.5081967213114638,0.27598355842630795,0.36162246489859484,0.24185823754789126,0.6411764705881069,0.17483939547996385,0.2742857142857176,0.22516556291391154,0.6607142857144481,0.6470304200869172,0.2727272727272734
1,29,-0.0012,-0.0001,100.0,0.28103044496486973,0.4541006067723643,0.2494539781591243,0.21503831417624752,0.6294117647057647,0.2320099828996618,0.30285714285714604,0.20580743759551368,0.6428571428573377,0.5886045388701113,0.45454545454545325
1,30,-0.0016,-0.0004,100.0,0.3957845433255045,0.44411822274417645,0.3059282371294856,0.2476053639846718,0.6647058823530188,0.23543005037667086,0.3714285714285772,0.2384105960264904,0.6190476190474783,0.7122163206180581,0.36363636363636687
1,31,-0.0004,0.0001,100.0,0.3466042154566935,0.4272851830103761,0.3184087363494541,0.19636015325670542,0.6176470588234224,0.21181309793409042,0.3142857142857167,0.23331635252165128,0.6428571428573377,0.5318686624818945,0.18181818181817988
1,32,0.0018,-0.0005,100.0,0.2974238875878257,0.4580152671755755,0.23993759750389998,0.27155172413792883,0.6647058823530188,0.22262790590192338,0.2742857142857176,0.2521650534895592,0.6130952380954113,0.6257846450989852,0.2727272727272734
1,33,0.0026,-0.0003,100.0,0.3864168618266888,0.2982971227246054,0.35694227769110753,0.2198275862068968,0.647058823529278,0.19346489809122858,0.3314285714285745,0.21293937850229483,0.636904761904816,0.6187831965234167,0.36363636363636687
1,34,-0.0024,-0.0002,100.0,0.3208430913348934,0.4329614405950295,0.4110764430577234,0.2236590038314148,0.6235294117645935,0.23131672597865105,0.4457142857142884,0.21701477330616115,0.6488095238096321,0.6409946885562512,0.2727272727272734
1,35,-0.0055,0.0003,100.0,0.2248243559718901,0.5175181053043652,0.30062402496099594,0.19827586206896441,0.6647058823530188,0.23898876923787782,0.4914285714285711,0.22007131940906888,0.6488095238096321,0.6530661516175762,0.36363636363636687
1,36,0.0012,-0.0004,100.0,0.37704918032787305,0.3437071834018397,0.29375975039001645,0.2509578544061313,0.6588235294116203,0.2279890927577739,0.360000000000003,0.22669383596536008,0.6547619047621538,0.6224046354418142,0.45454545454545325
1,37,-0.004,-0.0001,100.0,0.2857142857142776,0.4832648267762778,0.3107644305772226,0.24952107279693791,0.6176470588234224,0.25682858067199277,0.36571428571428655,0.2450331125827816,0.6488095238096321,0.4205697730564957,0.45454545454545325
1,38,0.004,-0.0004,100.0,0.3864168618266888,0.47778430221178425,0.38237129485179366,0.2595785440613021,0.6529411764706765,0.24860193187595314,0.34857142857142875,0.24707080998471653,0.625,0.5202800579430225,0.36363636363636687
1,39,0.0065,-0.0,100.0,0.17798594847775462,0.28361714621256695,0.36536661466458753,0.2250957854406117,0.6588235294116203,0.2612654249664885,0.28571428571428825,0.22873153336729501,0.6309523809522943,0.5895702559150138,0.36363636363636687
1,40,0.0007,-0.0002,100.0,0.32318501170959735,0.383636719514584,0.2839313572542892,0.2346743295019138,0.6235294117645935,0.23935850626241972,0.3142857142857167,0.23942944472745964,0.6488095238096321,0.5758087880251104,0.5454545454545467
1,41,-0.0014,-0.0002,100.0,0.26229508196720985,0.35701702877275565,0.36911076443057667,0.23946360153256663,0.6294117647057647,0.252253084993292,0.360000000000003,0.2384105960264904,0.6190476190474783,0.48189280540801605,0.36363636363636687
